Original_Index,Text,True_Label,True_Binary,AI_Predictions,AI_Binary,Reasoning
310,"Person1: I'd keep away from him.
Person2: What?
Person1: The new man. I'd keep away from him, if I were you.
Person2: Why's that?
Person1: You don't want to know, but he's damaged goods -- real damaged goods, if you know what I mean.
Person2: Yeah, Mary-Kay, I think I do. Thanks a bunch for the advice.","Persuasion or Seduction,Intimidation",1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
311,"Person1: Your family history is very important to you, isn't it?
Person2: Ever since I was a little boy, I remember hearing about the family line. The Picards that fought at Trafalgar, the Picards that settled the first Martian colony. When my brother married and had a son...",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.744; Persuasion or Seduction=0.956, Intimidation=0.849, Accusation=0.524"
312,"Person1: Help you? You've destroyed my life and now you want me to help you?!  You're always making me feel like a piece of shit.
Person2: Come on guy, you know I only rib you because I love you so much!
Person1: If you love somebody then you treat them with respect!  You've never respected me!
Person2: Can we talk about this later?  Everyone is watching!
Person1: I don't care!  I want to talk about it now!",Brandishing Anger,1,"['Intimidation', 'Accusation', 'Shaming or Belittlement']",1,"manip_score=0.605; Intimidation=0.994, Accusation=0.990, Shaming or Belittlement=0.990"
313,"Person1: Sure, like this low-grade shit here, some girl in a fight with her boyfriend... it's a test-pattern. Nothing happens.  I'm snorin'.
Person2: Hey, you're always saying, 'Bring me real life.  Bring me street life. And, like, one man's mundane and desperate existence is another man's Technicolor.'
Person1: I said that?  Look, I'll take it for five, and you'll make out okay, because in this case it's pure cream, you don't have to cut anything back to the wearer.
Person2: Ha! That's for certain.
Person1: What else you got?",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
314,"Person1: Why did you leave the party so early last night?
Person2: It's complicated.
Person1: Did something happen with Mike? I saw you two arguing.
Person2: I don’t want to talk about this here. Let's discuss it at home.
Person1: Okay, just let me know when you're ready.",Evasion,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
315,"Person1: Heartwarming. Really, I feel weepy.
Person2: You wanted to know what happened after the line-up, I'm telling you.
Person1: Oh come on, Verbal. Who do you think you're talking to? You really expect me to believe he retired? For a woman? Bullshit. He was using her.
Person2: He loved her.
Person1: Sure. And I'm supposed to believe that hitting the Taxi Service wasn't his idea",nan,0,"['Persuasion or Seduction', 'Playing the Servant Role', 'Shaming or Belittlement']",1,"manip_score=0.791; Persuasion or Seduction=0.968, Playing the Servant Role=0.829, Shaming or Belittlement=0.804"
316,"Person1: That's better. I can tell you got yourself some education. Them's good hands you got, Homer. Them hands you got, they know what they're doin'-- ain't that right?
Person2: I guess so...",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
317,"Person1: Remember when you promised you'd help me with the project and then bailed?
Person2: Oh, that? Let’s forgive and forget. We should focus on the present.
Person1: It's hard to forget when I had to pull an all-nighter because of that.
Person2: Always holding onto the past, aren't you?
Person1: It's about accountability and trust.
Person2: And it's about not holding grudges. We should move on.",Persuasion or Seduction,1,"['Persuasion or Seduction', 'Accusation', 'Intimidation']",1,"manip_score=0.629; Persuasion or Seduction=0.954, Accusation=0.947, Intimidation=0.931"
318,"Person1: Let me just ask you a serious question first.
Person2: What?
Person1: Aren't you worried you could die a virgin?
Person2: Yeah. I'm extremely worried about that. It's right up there with global warming.
Person1: On our way home, a drunken driver could hit us head on and send us flying through the windshield. Terminate us instantly. We'd never experience what it means to make love.
Person2: If sheep don't count.
Person1: That wasn't me ...
Person2: I know. I'm kidding you. Chill out.
Person1: Well I'm trying to be real here and you're mocking me.
Person2: I'm sorry, but you're not going to die a virgin Rod.",Persuasion or Seduction,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
319,"Person1: You have yourself a few flings this summer. I bet you're quite a ladies' man.
Person2: Oh no.
Person1: What? You look like the kind of guy that has to fight them off.  Doesn't he look to you like the kind of guy who has to fight them off?",nan,0,"['Intimidation', 'Accusation', 'Persuasion or Seduction']",1,"manip_score=0.658; Intimidation=0.991, Accusation=0.987, Persuasion or Seduction=0.982"
320,"Person1: Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
Person2: Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
Person1: I have just come from the palace. The post has been filled.
Person2: Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
Person1: My dear Mozart, there is no one in the world I would rather help, but now it is too late.
Person2: Whom did they choose?
Person1: Herr Sommer.
Person2: Sommer? Herr Sommer? But the man's a fool! He's a total mediocrity.
Person1: No, no, no. He has yet to achieve mediocrity.
Person2: But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!
Person1: An implausible idea. Between you and me, no one in the world could do musical harm to the Princess Elizabeth.",Persuasion or Seduction,1,"['Persuasion or Seduction', 'Playing the Victim Role', 'Playing the Servant Role']",1,"manip_score=0.568; Persuasion or Seduction=0.957, Playing the Victim Role=0.906, Playing the Servant Role=0.890"
321,"Person1: Masseria's confused. He can't figure whether you're workin' for Maranzano, or gettin' ready to kill the bastard. So he's spreadin' the word that you're goin' after Profaci because it happened on his turf. I figure Masseria's gonna try to rub out Profaci, and pin it on us. Then Maranzano will have to kill ya.
Person2: You got men on Profaci's place?
Person1: We got our boys paintin' the house next door. Around the clock. We're gonna keep old man Profaci alive if it takes twenty coats.",nan,0,"['Intimidation', 'Persuasion or Seduction', 'Accusation']",1,"manip_score=0.754; Intimidation=0.980, Persuasion or Seduction=0.929, Accusation=0.906"
322,"Person1: This isn't happening.
Person2: Your capacity for self-delusion is remarkable, Dr. Singer.",nan,0,"['Shaming or Belittlement', 'Persuasion or Seduction', 'Intimidation']",1,"manip_score=0.814; Shaming or Belittlement=0.944, Persuasion or Seduction=0.940, Intimidation=0.928"
323,"Person1: Forty-five minutes from now my plane takes off and how do I find you? Not ready yet, looking like a junk yard-
Person2: Thank you so much.
Person1: Is it sabotage, does my career mean nothing to you? Have you no human consideration?
Person2: Show me a human and I might have!",nan,0,"['Shaming or Belittlement', 'Intimidation', 'Accusation']",1,"manip_score=0.962; Shaming or Belittlement=0.993, Intimidation=0.993, Accusation=0.987"
324,"Person1: ...You don't happen to remember the plan I outlined to you the day I set fire to your off -- uh, the day I was promoted?
Person2: I do remember and I was impressed. Anyway, that's all forgotten now. Driver!
Person1: Thank you, Sid, but the reason I mention it is, it would require such a small capital investment -- again, you're the expert here --
Person2: Damnit, where's my car!
Person1: -- But there's such an enormous potential profit-wise given the demographics -- baby boom -- discretionary income in the burgeoning middle class --",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.528; Persuasion or Seduction=0.976, Intimidation=0.965, Accusation=0.942"
325,"Person1: She's got information inside of her.  I need you to get it out.
Person2: No.  No way.  I wouldn't even know where to begin!  Those thoughts about my cousin Elena -- they were just thoughts. I would never --
Person1: C'mon, Rufus, you've been busted twice for felony hacking.
Person2: So?
Person1: So now I need you to hack into her.",Persuasion or Seduction,1,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.817; Intimidation=0.983, Shaming or Belittlement=0.948, Persuasion or Seduction=0.939"
326,"Person1: Are you sure?
Person2: I've heard this speech a lot. Come on. We'll take care of him.  We will.
Person1: But...
Person2: Trust me. You asked me for help. Let me help. Trust me.
Person1: Okay...",Persuasion or Seduction,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
327,"Person1: Yes. How did you know it was me?
Person2: Lotte called me.
Person1: Oh, so the bitch escaped.
Person2: Apparently you can control this Malkovich fellow now.
Person1: I'm getting better all the time.
Person2: I'll say you are. Let's do it on his kitchen table, then make him eat an omelette off of it.
Person1: No... damn... you...  Oh shut up, you overrated sack of shit.",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.877; Intimidation=0.992, Shaming or Belittlement=0.984, Persuasion or Seduction=0.980"
328,"Person1: I ought to just call this whole thing off right now.
Person2: Don't do that. Please.  Or I'll kill you.  Please, Danny.
Person1: What the hell was that? Who told you I was five-0?
Person2: No one. It was just a test. I need to be sure of who I'm dealing with from time-to-time.",Intimidation,1,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.633; Intimidation=0.987, Shaming or Belittlement=0.887, Persuasion or Seduction=0.884"
329,"Person1: I really have to go.
Person2: Okay.  At least let me show my appreciation.  The Secretary of Labor is going to be indicted on Wednesday. For the graft thing he supposedly did before he was appointed.
Person1: What?
Person2: Yes, it's true.  They're going to make it public Wednesday but isn't it a big deal for you to have it a day and a half early?
Person1: Yes.  How do you know?
Person2: My roommate's very social -- somebody from Justice was over and...I always hear things before they happen.  Hey, and from now on, so do you.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.623; Persuasion or Seduction=0.975, Intimidation=0.940, Accusation=0.918"
